Bug ID	Title	Link to Bug	File	Link to diff	Old Code (maybe)	New Code (maybe)
b579095	[Fx 4.0 beta1] Larry doesn't display domain name nor identity info for https pages in the address bar	https://bugzilla.mozilla.org/show_bug.cgi?id=579095	"
a/browser/base/content/browser.js"	https://bugzilla.mozilla.org/attachment.cgi?id=460525&action=diff	"
    this._identityIconLabel.parentNode.hidden = icon_label ? false : true;"	"
    this._identityIconLabel.parentNode.collapsed = icon_label ? false : true;"
b1237077	drag and drop handlers need to use the proper user context id	https://bugzilla.mozilla.org/show_bug.cgi?id=1237077	"
a/dom/base/contentAreaDropListener.js"	https://bugzilla.mozilla.org/attachment.cgi?id=8742198&action=diff	"
                               : secMan.getSimpleCodebasePrincipal(ioService.newURI(""file:///"", null, null));"	"
                               : secMan.createCodebasePrincipal(ioService.newURI(""file:///"", null, null), {});"
b1199466	Update the Cookie Management UI to include userContextId	https://bugzilla.mozilla.org/show_bug.cgi?id=1199466	"
a/netwerk/cookie/nsCookie.cpp
b896211	browser.mixedcontent.warning.infoURL should use SSL	https://bugzilla.mozilla.org/show_bug.cgi?id=896211	"
a/browser/app/profile/firefox.js
a/browser/base/content/browser.js"	https://bugzilla.mozilla.org/attachment.cgi?id=791909&action=diff		
b672485	Holding enter allows arbitrary extension installation.	https://bugzilla.mozilla.org/show_bug.cgi?id=672485	"
a/toolkit/mozapps/extensions/amWebInstallListener.js
a/toolkit/mozapps/extensions/test/xpinstall/Makefile.in
a/toolkit/mozapps/extensions/test/xpinstall/browser_bug672485.js
a/toolkit/mozapps/extensions/test/xpinstall/head.js"	https://bugzilla.mozilla.org/attachment.cgi?id=555021&action=diff	"
    Services.ww.openWindow(this.window, ""chrome://mozapps/content/xpinstall/xpinstallConfirm.xul"",
                           null, ""chrome,modal,centerscreen"", args);

    } catch (e) {
      this.downloads.forEach(function(aInstall) {
        aInstall.removeListener(this);
        // Cancel the installs, as currently there is no way to make them fail
        // from here.
        aInstall.cancel();
      }, this);
      notifyObservers(""addon-install-cancelled"", this.window, this.url,
                      this.downloads);
    }"	"
    try {
      Services.ww.openWindow(this.window, URI_XPINSTALL_DIALOG,
                             null, ""chrome,modal,centerscreen"", args);"
b317380	"The status bar domain name display is not updated when the ""back"" button is clicked (bfcache, XSLT)"	https://bugzilla.mozilla.org/show_bug.cgi?id=317380	"
content/base/public/nsIDocument.h
content/base/src/nsDocument.cpp
content/xslt/src/base/txURIUtils.cpp
content/xslt/src/xslt/txMozillaTextOutput.cpp"	https://bugzilla.mozilla.org/attachment.cgi?id=207531&action=diff	"
   * Get the channel that was passed to StartDocumentLoad for this
   * StartDocumentLoad was never called)"	"
   * Get the channel that was passed to StartDocumentLoad or Reset for this
   * StartDocumentLoad or Reset were never called)"
b294074	arbitrary code execution via sidebar (part 3)	https://bugzilla.mozilla.org/show_bug.cgi?id=294074	"
mozilla/browser/base/content/browser.js"	https://bugzilla.mozilla.org/attachment.cgi?id=183536&action=diff		
b781018	Telemetry data for Mixed Content (display and script)	https://bugzilla.mozilla.org/show_bug.cgi?id=781018	"
a/content/base/src/nsDocument.cpp
a/content/base/src/nsDocument.h
a/docshell/base/nsDocShell.cpp
a/toolkit/components/telemetry/Histograms.json"	https://bugzilla.mozilla.org/attachment.cgi?id=768537&action=diff		
b878606	SSL Warning UI Telmetry should only measure top level frame warnings	https://bugzilla.mozilla.org/show_bug.cgi?id=878606	"
a/browser/base/content/browser.js
a/docshell/base/nsDocShell.cpp
a/security/manager/boot/public/nsISecurityUITelemetry.idl
a/security/manager/pki/resources/content/exceptionDialog.js"	https://bugzilla.mozilla.org/attachment.cgi?id=758239&action=diff	"
        secHistogram.add(Ci.nsISecurityUITelemetry.WARNING_BAD_CERT_CLICK_ADD_EXCEPTION);

        }
        secHistogram.add(Ci.nsISecurityUITelemetry.WARNING_BAD_CERT_GET_ME_OUT_OF_HERE);

        }
        secHistogram.add(Ci.nsISecurityUITelemetry.WARNING_BAD_CERT_TECHNICAL_DETAILS);

        }
        secHistogram.add(Ci.nsISecurityUITelemetry.WARNING_BAD_CERT_UNDERSTAND_RISKS);

        }"	"
        if (isTopFrame) {
          secHistogram.add(Ci.nsISecurityUITelemetry.WARNING_BAD_CERT_TOP_CLICK_ADD_EXCEPTION);
        if (isTopFrame) {
          secHistogram.add(Ci.nsISecurityUITelemetry.WARNING_BAD_CERT_TOP_GET_ME_OUT_OF_HERE);
        if (isTopFrame) {
          secHistogram.add(Ci.nsISecurityUITelemetry.WARNING_BAD_CERT_TOP_TECHNICAL_DETAILS);
        if (isTopFrame) {
          secHistogram.add(Ci.nsISecurityUITelemetry.WARNING_BAD_CERT_TOP_UNDERSTAND_RISKS);"
b978797	Can't access to untrusted sites	https://bugzilla.mozilla.org/show_bug.cgi?id=978797	"
a/dom/browser-element/BrowserElementChildPreload.js
a/security/manager/ssl/src/NSSErrorsService.cpp
a/security/manager/ssl/src/TransportSecurityInfo.cpp
a/security/manager/ssl/tests/unit/test_cert_overrides.js
a/security/manager/ssl/tests/unit/tlsserver/cmd/BadCertServer.cpp
a/security/manager/ssl/tests/unit/tlsserver/generate_certs.sh"	https://bugzilla.mozilla.org/attachment.cgi?id=8384949&action=diff		
b480357	Change browser.identity.ssl_domain_display pref default to 1	https://bugzilla.mozilla.org/show_bug.cgi?id=480357	"
a/browser/app/profile/firefox.js"	https://bugzilla.mozilla.org/attachment.cgi?id=364344&action=diff	"
pref(""browser.identity.ssl_domain_display"", 0);"	"
pref(""browser.identity.ssl_domain_display"", 1);"
b1111960	Open any pseudo URL (e.g. chrome://) when manually calling a link in a new tab	https://bugzilla.mozilla.org/show_bug.cgi?id=1111960	"
a/browser/components/nsBrowserGlue.js
a/browser/modules/ContentClick.jsm
a/browser/modules/moz.build"	https://bugzilla.mozilla.org/attachment.cgi?id=8542690&action=diff		
b1163422	Middle-click opens file: links from http:	https://bugzilla.mozilla.org/show_bug.cgi?id=1163422	"
a/browser/base/content/content.js"	https://bugzilla.mozilla.org/attachment.cgi?id=8604366&action=diff		
b369427	Showing a blocked pop-up bypasses CheckLoadURI (can load file: URLs)	https://bugzilla.mozilla.org/show_bug.cgi?id=369427	"
dom/src/base/nsGlobalWindow.cpp"	https://bugzilla.mozilla.org/attachment.cgi?id=254121&action=diff		
b734076	XSS with context menu	https://bugzilla.mozilla.org/show_bug.cgi?id=734076	"
a/browser/base/content/nsContextMenu.js
a/browser/base/content/test/Makefile.in
a/browser/base/content/test/browser_bug734076.js"	https://bugzilla.mozilla.org/attachment.cgi?id=616324&action=diff	"
    this.browser.loadURI(frameURL, referrer ? makeURI(referrer) : null);

    openUILink(viewURL, e, null, null, null, null, doc.documentURIObject );

    openUILink(this.bgImageURL, e, null, null, null, null, doc.documentURIObject );
"	"
    openUILinkIn(frameURL, ""current"", { disallowInheritPrincipal: true,
                                        referrerURI: referrer ? makeURI(referrer) : null });
    openUILink(viewURL, e, { disallowInheritPrincipal: true,
                             referrerURI: doc.documentURIObject });
    openUILink(this.bgImageURL, e, { disallowInheritPrincipal: true,
                                     referrerURI: doc.documentURIObject });"
b1096319	browser.js should validate opener when using it to determine sidebar to load	https://bugzilla.mozilla.org/show_bug.cgi?id=1096319	"
a/browser/base/content/browser.js"	https://bugzilla.mozilla.org/attachment.cgi?id=8523923&action=diff		
b1181963	ssl_error_unsupported_version error page has too many stop signs	https://bugzilla.mozilla.org/show_bug.cgi?id=1181963
b1208141	about:home's search doesn't sanitize input and uses it for .innerHTML (CSS running, JavaScript on events)	https://bugzilla.mozilla.org/show_bug.cgi?id=1208141	"
a/browser/base/content/contentSearchUI.js"	https://bugzilla.mozilla.org/attachment.cgi?id=8665832&action=diff	"
      let html = ""<span class='contentSearchSearchWithHeaderSearchText'>"" +
                 this.input.value + ""</span>"";
      return;

      searchWithHeader.textContent = this._strings.searchWithHeader;"	"
      let html = ""<span class='contentSearchSearchWithHeaderSearchText'></span>"";

      searchWithHeader.querySelector('.contentSearchSearchWithHeaderSearchText').textContent = this.input.value;
    } else {"
b432741	lock icon in status bar should open security info on single click	https://bugzilla.mozilla.org/show_bug.cgi?id=432741	"
a/browser/base/content/browser.xul"	https://bugzilla.mozilla.org/attachment.cgi?id=384266&action=diff	"
                      ondblclick=""if (event.button == 0) displaySecurityInfo();""/>"	"
                      onclick=""if (event.button == 0 &amp;&amp; event.detail == 1) displaySecurityInfo();""/>"
b341472	ship with fewer security warnings showing by default	https://bugzilla.mozilla.org/show_bug.cgi?id=341472	"
browser/app/profile/firefox.js
netwerk/base/public/security-prefs.js"	https://bugzilla.mozilla.org/attachment.cgi?id=229054&action=diff	"
pref(""security.warn_entering_secure.show_once"", true);
pref(""security.warn_leaving_secure.show_once"", true);
pref(""security.warn_submit_insecure.show_once"", true);"	"
pref(""security.warn_entering_secure.show_once"", false);
pref(""security.warn_leaving_secure.show_once"", false);
pref(""security.warn_submit_insecure.show_once"", false);"
b914410	Disappearing mixed display icon - grey triangle on Ubuntu	https://bugzilla.mozilla.org/show_bug.cgi?id=914410
b1066181	"[e10s] site security dialog's ""More Information"" dialog is empty, has no details about the site"	https://bugzilla.mozilla.org/show_bug.cgi?id=1066181
b451619	Redirects permit cross-domain and local-system image disclosure via CANVAS	https://bugzilla.mozilla.org/show_bug.cgi?id=451619
b1216219	Odd artifacts when on More Information button mousedown	https://bugzilla.mozilla.org/show_bug.cgi?id=1216219
b284627	arbitrary code execution via sidebar	https://bugzilla.mozilla.org/show_bug.cgi?id=284627	"
browser/base/content/browser.js
browser/base/content/contentAreaUtils.js"	https://bugzilla.mozilla.org/attachment.cgi?id=176487&action=diff	"
     var wrapper = new XPCNativeWrapper(linkNode, ""href"", ""getAttribute()"");
       target = linkNode.getAttribute(""target"");
         if (!wrapper.href) return true;
         if (linkNode.getAttribute(""onclick"")) return true;

           return true;
         // javascript links should be executed in the current browser
         if (wrapper.href.substr(0, 11) === ""javascript:"")
           return true;

         var docWrapper = new XPCNativeWrapper(wrapper.ownerDocument, ""location"");
         var locWrapper = new XPCNativeWrapper(docWrapper.location, ""href"");
         if (!webPanelSecurityCheck(locWrapper.href, wrapper.href))
           return false;
"	"
     var wrapper = new XPCNativeWrapper(linkNode, ""href"", ""getAttribute()"", ""ownerDocument"");
       target = wrapper.getAttribute(""target"");
         if (!wrapper.href) 
           return true;
         if (wrapper.getAttribute(""onclick"")) "
b290079	arbitrary code execution via sidebar (part 2)	https://bugzilla.mozilla.org/show_bug.cgi?id=290079	"
mozilla/browser/base/content/browser.js"	https://bugzilla.mozilla.org/attachment.cgi?id=180547&action=diff		
b295121	Secure Site indicator not shown when secure site loaded in new tab	https://bugzilla.mozilla.org/show_bug.cgi?id=295121	"
toolkit/content/widgets/browser.xml"	https://bugzilla.mozilla.org/attachment.cgi?id=184315&action=diff		
b304133	Iframe inside an absolute positioned div crashes Browser	https://bugzilla.mozilla.org/show_bug.cgi?id=304133
b313946	If the server serves a SSL certificate where the common name != host name Firefox just shows a blank page	https://bugzilla.mozilla.org/show_bug.cgi?id=313946
b318496	I lost permanent connexion on phpBB forums	https://bugzilla.mozilla.org/show_bug.cgi?id=318496
b358365	Private data not cleared on closing Firefox	https://bugzilla.mozilla.org/show_bug.cgi?id=358365
b364183	cookie from a Firefox Session saved in C:\Documents and Settings\user\Cookies	https://bugzilla.mozilla.org/show_bug.cgi?id=364183
b367543	Firefox crashs at this bad script	https://bugzilla.mozilla.org/show_bug.cgi?id=367543
b376614	This site loads a trojan to your PC - www.sexmovieporn.info	https://bugzilla.mozilla.org/show_bug.cgi?id=376614
b383419	"The proxy ""authentication required"" dialog that appears at startup is sometimes horked"	https://bugzilla.mozilla.org/show_bug.cgi?id=383419
b388963	CookieSafe and NoScript should be part of the core Firefox product	https://bugzilla.mozilla.org/show_bug.cgi?id=388963
b402288	FF3 refuses to follow redirects via pragma refresh	https://bugzilla.mozilla.org/show_bug.cgi?id=402288
b422255	"""Clear Private Data"" dialog box does non remember customizations."	https://bugzilla.mozilla.org/show_bug.cgi?id=422255
b425784	"2.0.0.13 upgrade changed certificate preference to ""ask me every time"""	https://bugzilla.mozilla.org/show_bug.cgi?id=425784
b430644	firefox keeps prompting for certificate with https client auth	https://bugzilla.mozilla.org/show_bug.cgi?id=430644
b433324	"The ""add SSL exception"" dialog implies certs not recognized by Firefox are never legitimate"	https://bugzilla.mozilla.org/show_bug.cgi?id=433324
b445579	Certificate authorities do not protect against Man in the Middle attacks	https://bugzilla.mozilla.org/show_bug.cgi?id=445579
b465584	"Claim that non-https web site ""does not supply identity information"" is confusing/misleading"	https://bugzilla.mozilla.org/show_bug.cgi?id=465584
b470006	Password Required popup should be ALWAYS ON TOP	https://bugzilla.mozilla.org/show_bug.cgi?id=470006
b477829	Problem SSL with mod GNUTLS + APACHE 2	https://bugzilla.mozilla.org/show_bug.cgi?id=477829
b484993	Favicon is not green for EV-Certificate. Shows blue instead.	https://bugzilla.mozilla.org/show_bug.cgi?id=484993
b493335	got rootkit.agent	https://bugzilla.mozilla.org/show_bug.cgi?id=493335
b504773	Firefox does not insert saved password without Username (blank Username)	https://bugzilla.mozilla.org/show_bug.cgi?id=504773
b507582	Firefox is display certificate expired but certificate is displaying date is greater than current date	https://bugzilla.mozilla.org/show_bug.cgi?id=507582
b512035	"after you visit an SSL page where SSL cert is ""IN-Correct"", you are not able to visit any other SSL pages"	https://bugzilla.mozilla.org/show_bug.cgi?id=512035
b536740	24Dec'09 Trojan in Java (JRE) Loc Firefox 3.5.6	https://bugzilla.mozilla.org/show_bug.cgi?id=536740
b559286	"Security error"" code: ""1000 in web content with Skype extension for Firefox"	https://bugzilla.mozilla.org/show_bug.cgi?id=559286
b562010	"FireFox generates ""connection partially encrypted"" warning for pages that contain secure content from multiple domains"	https://bugzilla.mozilla.org/show_bug.cgi?id=562010
b575891	install plug-in if a click a link	https://bugzilla.mozilla.org/show_bug.cgi?id=575891
b599521	SSL Page Cannot Load	https://bugzilla.mozilla.org/show_bug.cgi?id=599521
b601138	Abnormal look of Certificate's Larry window	https://bugzilla.mozilla.org/show_bug.cgi?id=601138
b611362	application security initialization error with 4.0b7	https://bugzilla.mozilla.org/show_bug.cgi?id=611362
b615090	Firefox 3.6.x leaks DNS queries when using a SOCKS proxy	https://bugzilla.mozilla.org/show_bug.cgi?id=615090
b619921	No encryption lock icon.	https://bugzilla.mozilla.org/show_bug.cgi?id=619921
b630282	Minimum Security	https://bugzilla.mozilla.org/show_bug.cgi?id=630282
b640200	firefox, feature, plugin, check	https://bugzilla.mozilla.org/show_bug.cgi?id=640200
b662539	"Untrusted connection page: security dialog box does not open when ""Add Exception..."" clicked"	https://bugzilla.mozilla.org/show_bug.cgi?id=662539
b665278	Security exploit? Website installing viruses	https://bugzilla.mozilla.org/show_bug.cgi?id=665278
b688116	malware site can remotely execute code	https://bugzilla.mozilla.org/show_bug.cgi?id=688116
b873349	Add a whitelist for mixed content blocking	https://bugzilla.mozilla.org/show_bug.cgi?id=873349
b882467	"Mixed Content Telemetry - How many times do users click ""Disable Protection"""	https://bugzilla.mozilla.org/show_bug.cgi?id=882467	"
a/browser/base/content/browser.js
a/content/base/src/nsDocument.cpp
a/toolkit/components/telemetry/Histograms.json"	https://bugzilla.mozilla.org/attachment.cgi?id=799149&action=diff		
b900766	https://myaccount.rosettastone.com/manage/nolicense - Mixed Display issues	https://bugzilla.mozilla.org/show_bug.cgi?id=900766
b1020072	"ignore autocomplete=""off"" when offering to save passwords via the password manager - implications"	https://bugzilla.mozilla.org/show_bug.cgi?id=1020072
b1105704	Fix UI issues with SSL error reporting	https://bugzilla.mozilla.org/show_bug.cgi?id=1105704	"
a/browser/base/content/aboutNetError.xhtml
a/browser/themes/shared/aboutNetError.css"	https://bugzilla.mozilla.org/attachment.cgi?id=8555422&action=diff	"
        // Pinning errors are of type nssFailure2 (don't ask me why)
          // TODO: and the pref is set...

            // a ""learn more"" link based on description:
            if (getDescription().contains(""mozilla_pkix_error_key_pinning_failure"")) {
              learnMoreLink.href = ""https://support.mozilla.org/kb/certificate-pinning-reports"";
            }

        <!-- TODO add link to relevant page on sumo -->
        <a href=""https://support.mozilla.org/kb/certificate-pinning-reports"" target=""new"">&errorReporting.learnMore;</a>"	"
        // Pinning errors are of type nssFailure2
            var learnMoreLink = document.getElementById(""learnMoreLink"");
            // nssFailure2 also gets us other non-overrideable errors. Choose
        <a href=""https://support.mozilla.org/kb/tls-error-reports"" id=""learnMoreLink"" target=""new"">&errorReporting.learnMore;</a>
"
b834836	Turn on pref to block mixed active content	https://bugzilla.mozilla.org/show_bug.cgi?id=834836	"
a/content/base/test/chrome/test_csp_bug768029.html"	https://bugzilla.mozilla.org/attachment.cgi?id=712013&action=diff	"
                                   [""security.apps.certified.CSP.default"", DEFAULT_CSP_CERT]]},

                                   [""security.mixed_content.block_display_content"", false]]},"	"
                                   [""security.apps.certified.CSP.default"", DEFAULT_CSP_CERT],
                                   [""security.mixed_content.block_active_content"", false],"
b838359	There's no obvious (to users) reason why we're showing yellow-triangle-with-exclamation-point vs. globe, for mixed-content sites	https://bugzilla.mozilla.org/show_bug.cgi?id=838359	"
a/browser/base/content/browser.js"	https://bugzilla.mozilla.org/attachment.cgi?id=714528&action=diff	"
      if (state & nsIWebProgressListener.STATE_LOADED_MIXED_ACTIVE_CONTENT) {
"	"
      if ((state & nsIWebProgressListener.STATE_LOADED_MIXED_ACTIVE_CONTENT) &&
          gPrefService.getBoolPref(""security.mixed_content.block_active_content"")) {"
b840641	Large Shield Icon Missing in Mixed Content Blocker Doorhanger	https://bugzilla.mozilla.org/show_bug.cgi?id=840641	"
a/browser/themes/gnomestripe/browser.css
a/browser/themes/gnomestripe/jar.mn
a/browser/themes/winstripe/jar.mn"	https://bugzilla.mozilla.org/attachment.cgi?id=714663&action=diff		
b843540	[Windows] Shield icon missing in Mixed content blocker doorhanger	https://bugzilla.mozilla.org/show_bug.cgi?id=843540	"
a/browser/themes/winstripe/jar.mn"	https://bugzilla.mozilla.org/attachment.cgi?id=716692&action=diff		
b865352	Replace grey globe with grey warning triangle when the page contains mixed passive content	https://bugzilla.mozilla.org/show_bug.cgi?id=865352	"
a/browser/base/content/browser.js
a/browser/themes/linux/jar.mn
a/browser/themes/osx/browser.css
a/browser/themes/osx/jar.mn
a/browser/themes/shared/identity-block.inc.css
a/browser/themes/windows/jar.mn"	https://bugzilla.mozilla.org/attachment.cgi?id=786589&action=diff	"
  IDENTITY_MODE_MIXED_DISPLAY_LOADED_ACTIVE_BLOCKED    : ""unknownIdentity mixedContent"",  // SSL with unauthenticated display content; unauthenticated active content is blocked."	"
  IDENTITY_MODE_MIXED_DISPLAY_LOADED_ACTIVE_BLOCKED    : ""unknownIdentity mixedContent mixedDisplayContent"",  // SSL with unauthenticated display content; unauthenticated active content is blocked."
b912817	Mixed display-only pages showing the wrong text	https://bugzilla.mozilla.org/show_bug.cgi?id=912817	"
a/browser/base/content/browser.js
a/browser/themes/osx/browser.css
a/browser/themes/shared/identity-block.inc.css"	https://bugzilla.mozilla.org/attachment.cgi?id=801852&action=diff	"
  IDENTITY_MODE_MIXED_DISPLAY_LOADED_ACTIVE_BLOCKED    : ""unknownIdentity mixedContent mixedDisplayContent"",  // SSL with unauthenticated display content; unauthenticated active content is blocked."	"
  IDENTITY_MODE_MIXED_DISPLAY_LOADED_ACTIVE_BLOCKED    : ""unknownIdentity mixedContent mixedDisplayContentLoadedActiveBlocked"",  // SSL with unauthenticated display content; unauthenticated active content is blocked."
b913710	Change the Larry Menu Text when Mixed Scripts are blocked but the page contains Mixed Display	https://bugzilla.mozilla.org/show_bug.cgi?id=913710	"
a/browser/base/content/browser.js
a/browser/locales/en-US/chrome/browser/browser.properties"	https://bugzilla.mozilla.org/attachment.cgi?id=804808&action=diff	"
      gNavigatorBundle.getString(""identity.mixed_display_loaded_active_blocked"");"	"
      gNavigatorBundle.getString(""identity.mixed_display_loaded"");"
b420356	Ship blocklist.xml with Firefox	https://bugzilla.mozilla.org/show_bug.cgi?id=420356	"
a/browser/app/Makefile.in
a/browser/app/blocklist.xml
a/browser/installer/unix/packages-static
a/browser/installer/windows/packages-static
a/toolkit/mozapps/extensions/src/nsBlocklistService.js"	https://bugzilla.mozilla.org/attachment.cgi?id=310358&action=diff		
b1207619	[Control Center] Information about the website certificate are truncated and incomplete by default	https://bugzilla.mozilla.org/show_bug.cgi?id=1207619
b1244022	Wrong mouse over message for crossed out lock icon	https://bugzilla.mozilla.org/show_bug.cgi?id=1244022	"
a/browser/base/content/browser.js
a/browser/locales/en-US/chrome/browser/browser.properties"	https://bugzilla.mozilla.org/attachment.cgi?id=8733004&action=diff		
b1179961	Use a lock with a strikethrough for HTTP pages that have Password Fields in the Control Center	https://bugzilla.mozilla.org/show_bug.cgi?id=1179961
b1216699	Add Learn More link to Insecure Password Warning in Control Center	https://bugzilla.mozilla.org/show_bug.cgi?id=1216699
b1217766	All PDFs trigger the insecure password warning	https://bugzilla.mozilla.org/show_bug.cgi?id=1217766
b1217133	Don't warn about insecure passwords on localhost	https://bugzilla.mozilla.org/show_bug.cgi?id=1217133	"
a/browser/base/content/test/general/browser_insecureLoginForms.js
a/dom/interfaces/security/nsIContentSecurityManager.idl
a/toolkit/components/passwordmgr/LoginManagerContent.jsm"	https://bugzilla.mozilla.org/attachment.cgi?id=8685412&action=diff	"
const testUrlPath =
      ""://example.com/browser/toolkit/components/passwordmgr/test/browser/"";
  for (let scheme of [""http"", ""https""]) {
    let tab = gBrowser.addTab(scheme + testUrlPath + ""form_basic.html"");

    [""https://example.com"", false],
  ]) {
    let testUrlPath = origin + TEST_URL_PATH;
    let tab = gBrowser.addTab(testUrlPath + ""form_basic.html"");
    if (scheme == ""http"") {
       scheme == ""http"",
       ""The relevant messages should visible or hidden."");"	"
const TEST_URL_PATH = ""/browser/toolkit/components/passwordmgr/test/browser/"";

  for (let [origin, expectWarning] of [
    [""http://example.com"", true],
    [""http://127.0.0.1"", false],
    if (expectWarning) {
       expectWarning,
       ""The relevant messages should be visible or hidden."");"
b1221206	Turn on Insecure Password Warning for Firefox Dev Edition	https://bugzilla.mozilla.org/show_bug.cgi?id=1221206	"
a/browser/app/profile/firefox.js"	https://bugzilla.mozilla.org/attachment.cgi?id=8710111&action=diff	"
// Show degraded UI for http pages with password fields
#ifdef NIGHTLY_BUILD
"	"
// Show degraded UI for http pages with password fields.
// Only for Nightly and Dev Edition for not, not for beta or release.
#ifndef RELEASE_BUILD"
b1193849	"Bugs with ""Learn More"" link for Mixed Content Blocker in Control Center"	https://bugzilla.mozilla.org/show_bug.cgi?id=1193849	"
a/browser/components/controlcenter/content/panel.inc.xul"	https://bugzilla.mozilla.org/attachment.cgi?id=8664798&action=diff	"
        <description when-mixedcontent=""active-loaded"">&identity.description.activeLoaded2;</description>"	"
        <description when-mixedcontent=""active-loaded"">&identity.description.activeLoaded2; <label observes=""identity-popup-mcb-learn-more""/></description>"
b483950	Remove/hide status bar domain display text	https://bugzilla.mozilla.org/show_bug.cgi?id=483950	"
a/browser/base/content/browser.css"	https://bugzilla.mozilla.org/attachment.cgi?id=370522&action=diff		
b415704	"Selecting ""More Information"" from the Larry UI does not launch Page Info"	https://bugzilla.mozilla.org/show_bug.cgi?id=415704	"
browser/base/content/browser.xul"	https://bugzilla.mozilla.org/attachment.cgi?id=306084&action=diff		
b1186892	"Strikethrough of ""http"" appears broken when protection is disabled on pages with insecure content"	https://bugzilla.mozilla.org/show_bug.cgi?id=1186892
